native_language,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
dutch,0.09,0.214,0.976,0.669,0.06,0.284,0.976,1.0,0.11,0.203,0.976,0.963,0.09,0.189,0.0,0.0,0.08,0.177,0.548,0.863,0.22,0.152,0.929,0.863,0.975
dutch,0.11,0.185,0.976,0.606,0.05,0.264,0.738,1.0,0.08,0.177,0.905,0.894,0.06,0.193,0.048,0.938,0.05,0.195,0.81,0.606,0.2,0.162,0.905,0.756,0.988
dutch,0.08,0.228,0.952,0.825,0.08,0.245,0.976,1.0,0.11,0.191,0.976,1.0,0.12,0.175,0.929,0.988,0.05,0.2,0.595,0.938,0.15,0.158,0.929,0.756,0.988
dutch,0.05,0.171,0.238,0.731,0.08,0.186,0.905,0.656,0.06,0.175,0.881,0.869,0.05,0.167,0.643,0.956,0.08,0.181,0.5,0.931,0.42,0.139,0.929,0.831,0.0
dutch,0.09,0.192,0.476,0.756,0.05,0.284,0.333,0.869,0.12,0.178,0.905,0.669,0.05,0.194,0.095,0.912,0.05,0.216,0.905,0.0,0.11,0.208,0.476,0.963,0.581
dutch,0.06,0.217,0.881,0.925,0.05,0.303,0.976,1.0,0.11,0.19,0.976,0.988,0.08,0.216,0.929,0.912,0.06,0.183,0.333,0.963,0.25,0.153,0.952,0.6,0.988
dutch,0.14,0.25,0.619,0.694,0.05,0.248,0.929,0.594,0.08,0.214,0.786,0.988,0.11,0.221,0.286,0.75,0.11,0.185,0.262,0.494,0.26,0.15,0.405,0.544,0.775
dutch,0.06,0.181,0.857,0.713,0.06,0.266,0.976,0.994,0.09,0.207,0.976,1.0,0.12,0.174,0.238,0.963,0.05,0.179,0.429,0.556,0.2,0.151,0.952,0.675,0.988
dutch,0.09,0.177,0.119,0.719,0.05,0.303,0.786,0.806,0.06,0.194,0.69,0.606,0.08,0.196,0.286,0.794,0.06,0.188,0.833,0.544,0.08,0.184,0.19,0.906,0.581
dutch,0.08,0.177,0.071,0.975,0.05,0.223,0.048,0.0,0.05,0.206,0.81,0.606,0.11,0.188,0.095,0.925,0.05,0.185,0.69,0.831,0.08,0.17,0.071,0.85,0.631
dutch,0.15,0.228,0.976,0.988,0.06,0.218,0.976,1.0,0.09,0.203,0.976,0.906,0.08,0.209,0.929,0.969,0.05,0.188,0.5,0.669,0.14,0.16,0.929,0.881,0.975
dutch,0.06,0.186,0.024,0.731,0.06,0.275,0.31,0.681,0.08,0.19,0.524,0.669,0.06,0.2,0.143,0.894,0.05,0.187,0.762,0.681,0.18,0.161,0.0,0.0,0.444
dutch,0.38,0.129,0.048,0.894,0.06,0.209,0.929,0.494,0.11,0.195,0.0,0.0,0.09,0.186,0.0,0.0,0.06,0.188,0.643,0.0,0.18,0.159,0.024,0.9,0.481
dutch,0.06,0.191,0.19,0.887,0.05,0.257,0.143,0.856,0.09,0.22,0.524,0.769,0.08,0.219,0.571,0.775,0.06,0.187,0.738,0.919,0.12,0.155,0.143,0.769,0.519
dutch,0.08,0.218,0.167,0.794,0.05,0.193,0.619,0.719,0.08,0.22,0.0,0.0,0.08,0.222,0.786,0.906,0.08,0.172,0.452,0.912,0.14,0.174,0.024,0.694,0.475
dutch,0.09,0.242,0.381,0.756,0.05,0.303,0.762,0.581,0.12,0.178,0.571,0.844,0.05,0.213,0.048,0.856,0.06,0.186,0.667,0.856,0.22,0.163,0.024,0.794,0.0
dutch,0.08,0.235,0.976,0.806,0.05,0.252,0.976,1.0,0.06,0.199,0.619,0.794,0.05,0.189,0.476,0.806,0.05,0.174,0.905,0.0,0.06,0.193,0.81,0.931,0.619
dutch,0.06,0.171,0.452,0.869,0.08,0.223,0.976,0.869,0.06,0.195,0.976,1.0,0.09,0.192,0.952,0.787,0.05,0.184,0.262,0.988,0.23,0.154,0.976,0.831,0.988
dutch,0.08,0.23,0.286,0.775,0.06,0.253,0.786,0.512,0.09,0.195,0.738,0.719,0.09,0.184,0.881,0.969,0.05,0.174,0.452,0.756,0.22,0.156,0.024,0.738,0.475
dutch,0.29,0.138,0.071,0.544,0.05,0.246,0.905,0.487,0.09,0.166,0.0,0.0,0.08,0.199,0.714,0.581,0.05,0.21,0.667,0.0,0.17,0.192,0.19,0.8,0.537
dutch,0.11,0.261,0.714,0.912,0.05,0.197,0.952,0.956,0.05,0.209,0.667,0.0,0.09,0.209,0.071,0.781,0.09,0.171,0.619,0.669,0.17,0.161,0.0,0.781,0.5
dutch,0.17,0.212,0.976,0.856,0.05,0.173,0.714,1.0,0.11,0.178,0.952,0.625,0.09,0.195,0.976,0.988,0.06,0.195,0.833,0.0,0.2,0.194,0.952,0.856,0.988
dutch,0.11,0.199,0.0,0.0,0.06,0.231,0.976,1.0,0.12,0.178,0.976,1.0,0.06,0.189,0.048,1.0,0.05,0.175,0.571,0.756,0.17,0.161,0.952,0.869,0.988
dutch,0.08,0.219,0.976,1.0,0.05,0.214,0.976,1.0,0.12,0.177,0.976,0.975,0.06,0.218,0.976,0.963,0.06,0.19,0.786,1.0,0.12,0.199,0.976,0.975,1.0
dutch,0.11,0.184,0.167,0.713,0.06,0.24,0.0,0.0,0.06,0.198,0.929,0.681,0.12,0.184,0.452,0.919,0.06,0.199,0.214,0.825,0.25,0.149,0.762,0.762,0.825
dutch,0.12,0.228,0.976,1.0,0.06,0.258,0.976,1.0,0.06,0.202,0.976,1.0,0.09,0.192,0.976,0.769,0.06,0.171,0.571,0.95,0.12,0.16,0.095,0.887,0.669
dutch,0.09,0.228,0.952,0.9,0.08,0.275,0.976,1.0,0.06,0.206,0.952,0.988,0.09,0.21,0.333,0.881,0.05,0.218,0.881,0.669,0.22,0.168,0.976,0.906,1.0
dutch,0.12,0.199,0.024,0.719,0.05,0.279,0.19,0.512,0.09,0.207,0.595,0.669,0.09,0.222,0.167,0.894,0.17,0.164,0.976,0.781,0.32,0.143,0.071,0.912,0.412
dutch,0.11,0.22,0.905,0.731,0.09,0.216,0.5,0.963,0.05,0.205,0.643,0.656,0.12,0.187,0.024,0.731,0.06,0.182,0.833,0.613,0.52,0.144,0.952,0.881,0.506
dutch,0.15,0.185,0.976,0.938,0.05,0.303,0.976,1.0,0.08,0.202,0.976,0.938,0.06,0.218,0.929,1.0,0.12,0.151,0.405,0.963,0.15,0.154,0.905,0.706,0.963
dinka,0.22,0.168,0.024,0.875,0.05,0.253,0.976,1.0,0.06,0.209,0.976,0.731,0.09,0.187,0.976,0.938,0.11,0.168,0.952,1.0,0.06,0.18,0.595,0.988,0.694
dutch,0.31,0.142,0.0,0.463,0.06,0.264,0.238,0.494,0.06,0.22,0.643,0.831,0.12,0.198,0.143,0.769,0.05,0.202,0.786,0.0,0.46,0.137,0.952,0.881,0.0
dari,0.31,0.136,0.762,0.769,0.05,0.188,0.929,1.0,0.09,0.181,0.952,0.938,0.05,0.229,0.31,0.969,0.06,0.193,0.786,0.819,1.26,0.113,0.952,0.919,0.719
dari,0.25,0.149,0.976,0.894,0.05,0.217,0.952,1.0,0.05,0.206,0.81,0.0,0.12,0.206,0.976,0.706,0.05,0.197,0.857,0.0,0.11,0.191,0.929,0.919,1.0
dari,0.52,0.128,0.667,0.475,0.05,0.215,0.381,0.625,0.08,0.206,0.595,0.644,0.08,0.193,0.286,0.769,0.08,0.176,0.976,0.694,0.15,0.159,0.595,0.994,0.713
danish,0.08,0.202,0.976,0.969,0.06,0.289,0.976,1.0,0.06,0.206,0.952,0.975,0.14,0.177,0.952,0.956,0.05,0.188,0.929,0.963,0.05,0.198,0.833,0.894,0.606
danish,0.11,0.266,0.976,1.0,0.05,0.303,0.976,1.0,0.06,0.204,0.976,0.0,0.06,0.245,0.214,0.831,0.06,0.194,0.929,0.769,0.05,0.169,0.119,0.988,0.0
dari,0.17,0.211,0.81,0.731,0.05,0.224,0.143,0.912,0.08,0.213,0.0,0.0,0.11,0.201,0.571,0.856,0.06,0.203,0.738,0.762,0.11,0.175,0.071,0.769,0.669
dari,0.08,0.17,0.048,0.856,0.06,0.235,0.976,0.975,0.08,0.212,0.976,0.963,0.11,0.225,0.976,1.0,0.06,0.196,0.929,0.975,0.12,0.194,0.976,0.963,0.988
danish,0.22,0.167,0.976,0.975,0.05,0.235,0.976,1.0,0.11,0.206,0.976,0.963,0.09,0.219,0.976,0.988,0.11,0.167,0.929,1.0,0.12,0.172,0.738,0.963,0.519
danish,0.2,0.161,0.833,0.981,0.06,0.216,0.976,1.0,0.08,0.2,0.976,0.975,0.12,0.2,0.976,0.988,0.06,0.193,0.548,0.963,0.18,0.155,0.952,0.669,0.975
danish,0.15,0.199,0.119,1.0,0.06,0.279,0.976,0.7,0.12,0.206,0.976,0.65,0.12,0.2,0.333,0.919,0.09,0.187,0.833,0.95,0.18,0.163,0.929,0.925,0.988
danish,0.08,0.207,0.976,0.644,0.05,0.206,0.952,1.0,0.09,0.177,0.786,0.95,0.11,0.194,0.976,0.881,0.06,0.183,0.857,0.963,0.08,0.175,0.929,0.925,0.944
danish,0.34,0.129,0.595,0.881,0.06,0.232,0.5,0.606,0.14,0.175,0.5,0.519,0.09,0.188,0.071,0.8,0.11,0.16,0.0,0.0,0.15,0.161,0.0,0.0,0.0
danish,0.08,0.268,0.976,0.963,0.05,0.22,0.929,1.0,0.11,0.172,0.857,0.963,0.08,0.207,0.976,0.956,0.09,0.179,0.5,1.0,0.25,0.149,0.857,0.756,0.988
czech,0.23,0.131,0.214,0.656,0.08,0.171,0.0,0.0,0.08,0.213,0.571,0.613,0.06,0.231,0.476,0.594,0.12,0.162,0.881,0.762,0.15,0.154,0.524,0.938,0.806
czech,0.06,0.171,0.738,0.975,0.05,0.26,0.976,0.919,0.09,0.193,0.976,0.975,0.06,0.192,0.143,0.988,0.09,0.175,0.643,0.894,0.2,0.158,0.024,0.662,0.9
czech,0.55,0.129,0.119,0.894,0.05,0.232,0.929,0.0,0.06,0.217,0.857,0.606,0.09,0.204,0.976,0.95,0.12,0.173,0.857,1.0,0.2,0.158,0.857,0.8,0.869
czech,0.08,0.194,0.881,0.963,0.06,0.226,0.976,1.0,0.11,0.192,0.976,0.975,0.09,0.191,0.952,0.912,0.05,0.178,0.452,0.963,0.25,0.153,0.929,0.781,0.988
czech,0.12,0.198,0.0,0.0,0.05,0.219,0.167,0.631,0.05,0.194,0.5,0.644,0.09,0.205,0.024,0.781,0.09,0.175,0.69,0.919,0.14,0.168,0.024,0.844,0.5
czech,0.17,0.165,0.976,0.988,0.05,0.24,0.833,1.0,0.08,0.184,0.929,0.931,0.11,0.191,0.119,0.95,0.06,0.185,0.524,0.519,0.17,0.169,0.071,0.731,0.531
czech,0.05,0.181,0.0,0.0,0.12,0.188,0.429,0.769,0.08,0.212,0.643,0.656,0.11,0.187,0.429,0.794,0.05,0.186,0.762,0.569,0.05,0.158,0.167,0.0,0.487
czech,0.17,0.158,0.167,0.65,0.05,0.19,0.19,0.781,0.08,0.213,0.857,0.669,0.12,0.174,0.214,0.806,0.28,0.141,0.857,0.581,0.28,0.149,0.238,0.794,0.637
czech,0.09,0.257,0.976,0.706,0.05,0.303,0.976,1.0,0.09,0.206,0.976,0.981,0.09,0.206,0.976,0.887,0.06,0.206,0.905,0.988,0.25,0.155,0.952,0.669,0.912
croatian,0.11,0.211,0.976,0.963,0.05,0.275,0.833,1.0,0.05,0.202,0.762,0.0,0.17,0.177,0.976,0.881,0.08,0.186,0.524,0.981,0.25,0.161,0.905,0.744,0.831
croatian,0.11,0.18,0.976,0.95,0.06,0.194,0.976,1.0,0.08,0.209,0.667,0.988,0.06,0.21,0.952,0.631,0.11,0.171,0.905,0.931,0.17,0.162,0.095,0.944,0.762
croatian,0.11,0.188,0.643,0.713,0.11,0.205,0.524,0.0,0.05,0.229,0.762,0.694,0.06,0.235,0.19,0.713,0.08,0.177,0.643,0.6,0.18,0.156,0.095,0.838,0.588
croatian,0.18,0.147,0.071,0.637,0.06,0.247,0.595,0.762,0.09,0.203,0.452,0.619,0.09,0.206,0.0,0.0,0.08,0.184,0.452,0.0,0.25,0.152,0.262,0.688,0.438
croatian,0.28,0.147,0.167,0.713,0.06,0.226,0.238,0.731,0.05,0.192,0.762,0.706,0.05,0.204,0.119,0.0,0.06,0.189,0.357,0.0,0.06,0.205,0.381,0.931,0.556
croatian,0.09,0.206,0.929,1.0,0.06,0.242,0.976,1.0,0.06,0.204,0.714,0.0,0.06,0.2,0.976,0.869,0.08,0.165,0.786,1.0,0.14,0.158,0.952,0.856,0.0
croatian,0.05,0.172,0.333,0.881,0.08,0.217,0.976,0.956,0.08,0.218,0.833,0.95,0.08,0.184,0.905,0.869,0.08,0.169,0.524,0.938,0.22,0.153,0.952,0.756,0.0
chamorro,0.11,0.263,0.976,0.975,0.05,0.24,0.952,1.0,0.06,0.206,0.976,0.0,0.06,0.248,0.976,0.956,0.06,0.19,0.714,0.606,0.18,0.168,0.952,0.95,0.988
croatian,0.12,0.18,0.976,0.0,0.09,0.191,0.976,1.0,0.08,0.195,0.952,0.975,0.11,0.211,0.929,0.963,0.09,0.191,0.714,0.975,0.31,0.146,0.952,0.787,0.969
chichewa,0.74,0.125,0.0,0.644,0.09,0.209,0.0,0.0,0.05,0.167,0.0,0.0,0.09,0.21,0.0,0.0,0.05,0.217,0.976,0.0,0.14,0.182,0.595,0.988,0.825
chaldean,0.09,0.232,0.214,0.0,0.05,0.191,0.738,0.756,0.06,0.208,0.667,0.0,0.09,0.209,0.048,0.819,0.11,0.176,0.524,0.869,0.06,0.211,0.405,0.781,0.669
chittagonian,0.85,0.122,0.0,0.644,0.08,0.218,0.476,0.831,0.05,0.201,0.0,0.0,0.22,0.162,0.429,0.906,0.11,0.189,0.31,0.463,0.09,0.185,0.214,0.906,0.531
cebuano,0.06,0.236,0.857,0.988,0.06,0.236,0.952,1.0,0.06,0.188,0.857,0.988,0.06,0.201,0.976,0.988,0.09,0.179,0.643,1.0,0.2,0.157,0.738,0.838,0.869
catalan,0.11,0.258,0.976,0.694,0.06,0.261,0.976,1.0,0.05,0.204,0.929,0.831,0.06,0.217,0.976,0.819,0.05,0.187,0.667,0.819,0.14,0.165,0.976,0.856,1.0
chaldean,0.22,0.183,0.714,0.55,0.14,0.149,0.81,0.887,0.06,0.203,0.762,0.631,0.08,0.207,0.143,0.806,0.2,0.146,0.667,0.562,0.46,0.139,0.238,0.794,0.438
catalan,0.05,0.188,0.167,0.644,0.08,0.232,0.548,0.819,0.08,0.21,0.571,0.631,0.09,0.184,0.048,0.869,0.06,0.179,0.976,0.569,0.22,0.153,0.214,0.95,0.562
catalan,0.08,0.192,0.024,0.9,0.05,0.303,0.976,1.0,0.06,0.2,0.952,0.0,0.09,0.186,0.952,0.806,0.09,0.152,0.619,0.938,0.06,0.182,0.905,0.85,0.0
catalan,0.2,0.158,0.976,0.794,0.06,0.286,0.976,1.0,0.08,0.191,0.905,0.988,0.11,0.189,0.976,0.944,0.08,0.171,0.643,0.988,0.25,0.155,0.952,0.9,0.8
cantonese,0.09,0.234,0.976,0.719,0.05,0.215,0.952,1.0,0.06,0.169,0.833,0.0,0.08,0.194,0.024,0.906,0.06,0.201,0.929,0.0,0.12,0.19,0.976,0.944,1.0
cantonese,0.11,0.24,0.024,0.869,0.05,0.277,0.381,0.519,0.06,0.214,0.238,0.819,0.11,0.177,0.095,0.588,0.09,0.177,0.595,0.475,0.26,0.144,0.333,0.806,0.569
cantonese,0.14,0.229,0.976,0.656,0.05,0.25,0.976,1.0,0.09,0.196,0.976,0.988,0.08,0.197,0.19,1.0,0.09,0.169,0.857,0.0,0.14,0.165,0.952,0.931,0.0
carolinian,0.37,0.13,0.714,0.881,0.05,0.261,0.0,0.0,0.08,0.202,0.31,0.0,0.11,0.197,0.024,0.762,0.06,0.197,0.881,0.512,0.28,0.148,0.119,0.919,0.594
cantonese,0.18,0.17,0.738,0.812,0.05,0.303,0.881,0.881,0.06,0.183,0.429,0.944,0.18,0.158,0.143,0.581,0.08,0.169,0.524,0.506,0.11,0.162,0.0,0.925,0.062
cantonese,0.14,0.151,0.81,0.544,0.17,0.158,0.024,0.762,0.05,0.194,0.619,0.681,0.12,0.193,0.143,0.9,0.08,0.17,0.095,0.644,0.77,0.125,0.405,0.506,0.463
cantonese,0.09,0.167,0.619,0.762,0.08,0.234,0.976,0.938,0.12,0.17,0.976,0.988,0.06,0.228,0.976,0.988,0.09,0.175,0.786,0.0,0.08,0.198,0.952,0.844,0.988
cantonese,0.14,0.163,0.262,0.675,0.11,0.221,0.024,0.725,0.05,0.203,0.214,0.606,0.08,0.18,0.19,0.669,0.08,0.17,0.714,0.0,0.26,0.147,0.333,0.85,0.625
cantonese,0.4,0.134,0.476,0.9,0.05,0.227,0.952,0.906,0.08,0.194,0.976,0.919,0.11,0.171,0.0,0.0,0.11,0.184,0.881,0.925,0.22,0.169,0.952,0.925,0.988
cantonese,0.14,0.18,0.976,0.981,0.08,0.223,0.976,1.0,0.08,0.199,0.929,1.0,0.11,0.188,0.881,0.781,0.08,0.188,0.81,0.831,0.2,0.153,0.929,0.894,0.975
cantonese,0.05,0.167,0.452,0.812,0.14,0.164,0.929,0.769,0.05,0.17,0.762,0.975,0.12,0.206,0.976,0.688,0.06,0.185,0.881,0.0,0.15,0.173,0.595,0.944,0.744
cantonese,0.09,0.208,0.333,0.0,0.11,0.174,0.833,0.731,0.06,0.193,0.833,0.0,0.14,0.179,0.095,0.688,0.11,0.168,0.19,0.606,0.23,0.164,0.643,0.531,0.894
cantonese,0.15,0.194,0.024,0.756,0.12,0.214,0.405,0.0,0.05,0.238,0.714,0.775,0.12,0.177,0.19,0.969,0.09,0.176,0.524,0.769,0.28,0.153,0.952,0.756,0.956
cantonese,0.11,0.226,0.976,0.831,0.05,0.218,0.452,1.0,0.05,0.2,0.643,0.0,0.06,0.213,0.262,0.731,0.09,0.174,0.786,0.581,0.08,0.193,0.929,0.95,0.988
cantonese,0.08,0.175,0.595,0.906,0.08,0.236,0.976,0.894,0.06,0.2,0.881,0.988,0.06,0.211,0.976,0.694,0.09,0.174,0.786,0.0,0.14,0.163,0.095,0.838,0.0
cantonese,0.14,0.174,0.881,0.938,0.09,0.232,0.976,1.0,0.08,0.209,0.976,0.975,0.06,0.22,0.095,0.95,0.06,0.204,0.857,0.631,0.2,0.163,0.976,0.825,0.963
cantonese,0.06,0.159,0.405,0.787,0.11,0.175,0.952,0.7,0.06,0.192,0.881,0.963,0.11,0.193,0.976,0.844,0.06,0.18,0.619,0.0,0.26,0.142,0.952,0.812,0.887
cantonese,0.14,0.204,0.024,0.906,0.08,0.201,0.381,0.4,0.09,0.189,0.405,0.669,0.08,0.198,0.071,0.863,0.06,0.191,0.857,0.0,0.2,0.146,0.024,0.875,0.537
cantonese,0.11,0.177,0.024,0.637,0.08,0.26,0.19,0.675,0.05,0.183,0.524,0.606,0.06,0.222,0.19,0.869,0.06,0.219,0.571,0.606,0.09,0.183,0.0,0.0,0.562
cantonese,0.17,0.145,0.214,0.731,0.05,0.234,0.738,0.5,0.08,0.204,0.881,0.769,0.12,0.178,0.0,0.0,0.05,0.19,0.714,0.644,0.23,0.148,0.143,0.863,0.481
cantonese,0.05,0.177,0.714,0.787,0.12,0.172,0.738,0.875,0.05,0.197,0.833,0.719,0.06,0.191,0.238,0.906,0.05,0.179,0.976,0.781,0.2,0.157,0.357,1.0,0.613
cantonese,0.06,0.232,0.881,0.738,0.09,0.212,0.976,1.0,0.06,0.2,0.786,0.938,0.09,0.21,0.976,0.769,0.05,0.188,0.667,0.912,0.2,0.162,0.905,0.881,0.963
cantonese,0.11,0.205,0.976,0.938,0.05,0.247,0.976,1.0,0.06,0.194,0.81,0.0,0.08,0.217,0.976,0.819,0.06,0.181,0.69,0.706,0.25,0.154,0.952,0.781,0.981
cantonese,0.05,0.18,0.619,0.831,0.12,0.197,0.976,0.975,0.05,0.201,0.738,0.963,0.06,0.23,0.976,0.719,0.12,0.166,0.333,0.0,0.2,0.156,0.905,0.613,0.975
burmese,0.15,0.174,0.976,0.537,0.06,0.185,0.429,1.0,0.05,0.176,0.643,0.0,0.09,0.198,0.619,0.744,0.05,0.205,0.952,0.781,0.12,0.184,0.976,0.963,0.969
bulgarian,0.17,0.163,0.024,0.744,0.09,0.18,0.048,0.5,0.09,0.186,0.714,0.619,0.14,0.178,0.214,0.738,0.05,0.208,0.595,0.0,0.29,0.146,0.286,0.625,0.463
burmese,0.12,0.183,0.262,0.969,0.08,0.211,0.595,0.0,0.11,0.174,0.333,0.944,0.09,0.202,0.119,0.681,0.05,0.193,0.81,0.606,0.85,0.122,0.786,0.881,0.631
bulgarian,0.14,0.179,0.762,0.656,0.05,0.25,0.167,0.894,0.05,0.195,0.881,0.719,0.05,0.224,0.024,0.769,0.05,0.178,0.81,0.569,0.05,0.165,0.19,0.0,0.594
bulgarian,0.17,0.152,0.214,0.669,0.05,0.263,0.0,0.594,0.05,0.183,0.0,0.0,0.14,0.186,0.0,0.0,0.12,0.153,0.548,0.65,0.18,0.167,0.524,0.787,0.0
bulgarian,0.14,0.18,0.071,0.544,0.06,0.241,0.0,0.0,0.08,0.215,0.31,0.631,0.08,0.182,0.333,0.706,0.06,0.194,0.571,0.581,0.17,0.169,0.024,0.719,0.506
bulgarian,0.42,0.13,0.667,0.6,0.06,0.264,0.143,0.644,0.08,0.211,0.952,0.756,0.12,0.206,0.381,1.0,0.09,0.202,0.381,0.656,0.32,0.164,0.429,0.525,0.625
bulgarian,0.12,0.26,0.167,0.931,0.05,0.303,0.643,0.569,0.06,0.224,0.786,0.719,0.09,0.206,0.833,0.844,0.05,0.192,0.571,0.8,0.23,0.159,0.071,0.887,0.419
bulgarian,0.14,0.215,0.976,0.794,0.09,0.251,0.976,1.0,0.05,0.175,0.762,0.963,0.05,0.208,0.857,0.0,0.08,0.172,0.905,0.669,0.05,0.195,0.071,0.956,0.706
bulgarian,0.17,0.172,0.976,0.981,0.05,0.257,0.976,1.0,0.05,0.185,0.738,0.0,0.06,0.243,0.976,0.756,0.09,0.179,0.857,0.844,0.2,0.151,0.929,0.881,0.0
bulgarian,0.09,0.245,0.976,0.875,0.06,0.243,0.976,1.0,0.06,0.208,0.976,0.963,0.08,0.246,0.119,0.975,0.06,0.204,0.405,0.0,0.45,0.134,0.929,0.694,0.906
bulgarian,0.25,0.208,0.024,0.588,0.14,0.171,0.976,0.781,0.09,0.171,0.524,0.906,0.09,0.198,0.167,0.831,0.11,0.178,0.857,0.55,0.35,0.149,0.048,0.969,0.669
bulgarian,0.15,0.188,0.976,0.781,0.05,0.231,0.976,1.0,0.08,0.198,0.929,0.919,0.09,0.207,0.952,0.894,0.08,0.183,0.929,1.0,0.2,0.175,0.976,0.938,1.0
bulgarian,0.09,0.241,0.643,0.831,0.05,0.252,0.619,0.669,0.08,0.234,0.738,0.781,0.08,0.186,0.143,0.887,0.08,0.172,0.738,0.644,0.12,0.178,0.405,0.869,0.594
bulgarian,0.46,0.13,0.048,0.738,0.09,0.234,0.976,1.0,0.05,0.187,0.81,0.938,0.09,0.203,0.929,0.881,0.11,0.176,0.833,0.0,0.2,0.155,0.929,0.944,0.963
bulgarian,0.26,0.151,0.024,0.688,0.06,0.227,0.119,0.756,0.06,0.215,0.5,0.631,0.08,0.206,0.095,0.831,0.11,0.153,0.5,0.537,0.06,0.173,0.0,0.0,0.519
bulgarian,0.2,0.165,0.786,0.0,0.08,0.224,0.929,0.988,0.05,0.166,0.69,0.869,0.05,0.182,0.0,0.0,0.11,0.162,0.881,0.0,0.17,0.144,0.071,0.912,0.669
bulgarian,0.11,0.204,0.976,0.944,0.11,0.183,0.952,1.0,0.06,0.213,0.976,0.975,0.11,0.204,0.976,0.894,0.06,0.2,0.976,1.0,0.12,0.172,0.238,0.856,0.531
bulgarian,0.12,0.205,0.31,0.537,0.05,0.226,0.333,0.581,0.05,0.181,0.548,0.806,0.06,0.204,0.024,0.856,0.08,0.187,0.667,0.575,0.06,0.172,0.167,0.938,0.5
bosnian,0.08,0.209,0.452,0.656,0.05,0.251,0.929,0.719,0.06,0.192,0.0,0.0,0.09,0.198,0.048,0.719,0.09,0.16,0.786,0.487,0.08,0.196,0.286,0.963,0.637
bulgarian,0.08,0.189,0.214,0.0,0.12,0.191,0.905,0.713,0.06,0.203,0.881,0.925,0.09,0.209,0.095,0.731,0.09,0.173,0.619,0.55,0.31,0.137,0.857,0.75,0.531
bosnian,0.06,0.16,0.024,0.919,0.14,0.171,0.619,0.537,0.08,0.217,0.881,0.825,0.08,0.203,0.357,0.919,0.06,0.188,0.738,0.706,0.14,0.219,0.167,0.906,0.644
bosnian,0.11,0.162,0.357,0.975,0.09,0.187,0.976,0.706,0.09,0.202,0.976,1.0,0.08,0.178,0.952,0.931,0.06,0.183,0.405,0.831,0.34,0.14,0.881,0.681,0.95
bosnian,0.05,0.172,0.024,0.706,0.15,0.159,0.167,0.4,0.05,0.207,0.5,0.631,0.06,0.223,0.095,0.756,0.08,0.187,0.595,0.487,0.18,0.157,0.143,0.944,0.6
bosnian,0.05,0.178,0.071,0.662,0.15,0.17,0.667,0.55,0.06,0.182,0.571,0.806,0.05,0.196,0.333,0.781,0.05,0.181,0.738,0.0,0.25,0.15,0.69,0.925,0.806
bosnian,0.15,0.165,0.976,0.975,0.05,0.266,0.976,1.0,0.08,0.236,0.976,1.0,0.06,0.242,0.976,1.0,0.09,0.184,0.5,1.0,0.25,0.15,0.952,0.75,0.975
bosnian,0.31,0.133,0.595,0.0,0.09,0.202,0.976,0.906,0.11,0.189,0.976,0.975,0.08,0.188,0.881,0.856,0.06,0.198,0.548,0.894,0.2,0.166,0.905,0.931,0.956
bosnian,0.08,0.173,0.548,0.963,0.06,0.173,0.0,0.0,0.11,0.162,0.738,0.581,0.12,0.197,0.143,0.769,0.11,0.17,0.833,0.5,0.25,0.146,0.167,0.95,0.419
bosnian,0.05,0.177,0.524,0.819,0.05,0.19,0.833,0.0,0.11,0.176,0.952,0.906,0.12,0.18,0.31,0.975,0.14,0.167,0.929,0.7,0.29,0.141,0.31,0.925,0.662
bengali,0.05,0.175,0.429,0.706,0.09,0.179,0.31,0.0,0.17,0.143,0.81,0.606,0.14,0.156,0.167,0.719,0.11,0.177,0.786,0.569,0.08,0.174,0.167,0.0,0.669
bengali,0.45,0.132,0.024,0.812,0.12,0.179,0.143,0.425,0.05,0.194,0.619,0.756,0.05,0.18,0.0,0.0,0.11,0.194,0.833,0.581,0.08,0.214,0.024,0.956,0.519
bengali,0.09,0.173,0.357,0.806,0.06,0.192,0.69,0.762,0.17,0.145,0.595,0.925,0.06,0.239,0.429,0.631,0.08,0.178,0.0,0.0,0.18,0.154,0.119,0.938,0.0
bengali,0.08,0.169,0.071,0.912,0.05,0.225,0.095,0.581,0.06,0.172,0.595,0.656,0.05,0.159,0.0,0.0,0.08,0.163,0.0,0.0,0.05,0.168,0.0,0.0,0.0
bengali,0.29,0.137,0.238,0.762,0.18,0.154,0.929,0.713,0.05,0.17,0.881,0.988,0.09,0.198,0.0,0.0,0.05,0.205,0.69,0.0,0.2,0.162,0.81,0.925,0.812
bengali,0.29,0.146,0.0,0.0,0.2,0.151,0.167,0.894,0.05,0.185,0.429,0.794,0.11,0.2,0.095,0.719,0.09,0.201,0.643,0.506,0.29,0.143,0.048,0.969,0.669
bengali,0.09,0.22,0.476,0.562,0.08,0.2,0.143,0.575,0.11,0.188,0.5,0.613,0.05,0.206,0.095,0.619,0.11,0.157,0.738,0.556,0.18,0.158,0.024,0.781,0.588
bengali,0.08,0.217,0.19,0.756,0.06,0.24,0.762,0.844,0.08,0.237,0.548,0.731,0.11,0.205,0.071,0.831,0.06,0.201,0.405,0.644,0.08,0.184,0.024,0.756,0.512
